"text"
"045496901905"
"045496902674"
"045496901974"
"047875816619"
"047875834392"
"045496901738"
"047875840058"
"024543106173"
"024543103943"
"024543190936"
"024543112044"
"786936164886"
"025195016445"
"013138206695"
"786936175240"
"786936175271"
"786936296662"
"786936226997"
"786936245783"
"678149069921"
"786936215595"
"786936786675"
"796019803151"
"786936286991"
"054961818990"
"794051413628"
"097363479246"
"794043506123"
"794043627828"
"883929168682"
"687797116260"
"097360829341"
"024543656135"
"025192044168"
"012569706903"
"043396056640"
"024543408413"
"097361179742"
"025192583520"
"024543403319"
"025193228024"
"024543542377"
"024543442073"
"027616092199"
"012569823792"
"085393893224"
"715515018128"
"025192672026"
"883904100317"
"024543442103"
"796019797016"
"097360492743"
"012569763739"
"786936746754"
"013132604107"
"043396046061"
"883929082711"
"883929078356"
"025192516924"
"025195018647"
"025192068423"
"025192544521"
"043396409767"
"025192021220"
"024543198536"
"024543040651"
"012569736757"
"024543128083"
"012569508927"
"097360128543"
"012569509023"
"085392458622"
"031398221883"
"012569683235"
"024543477594"
"883929020065"
"043396172333"
"025192182327"
"9781877653520"
"9780374515362"
"9780374525750"
"9780155826106"
"9781877653490"
"9780786887002"
"045863266552"
"9780156767507"
"9781594482304"
"9780375759284"
"9780684801520"
"9780452282193"
"9780156027328"
"9780393307054"
"9780618039692"
"9781594489501"
"9781594480003"
"9780684833392"
"9780345381460"
"9780143127550"
"9780679723165"
"9780192833815"
"9780060263850"
"9780060263850"
"9780307271754"
"9780802142818"
"9780525478812"
"9780486428321"
"9780316066525"
"9780865165847"
"076783005990"
"071009005501"
"9780143112266"
"9780140435900"
"9780375724404"
"9780679731726"
"9780140367485"
"9780140372625"
"9780140367058"
"071009007994"
"071149005959"
"070999006994"
"071009007994"
"071149004952"
"9780747549550"
"9780747549604"
"9780345348104"
"019122005992"
"027778006997"
"071149005959"
"9780060589462"
"071009007994"
"071001005950"
"9781400095940"
"9780375727344"
"9780140238280"
"9780140390032"
"9780345495006"
"9780060850524"
"9780394726410"
"9780385340830"
"9780767904438"
"9780767902892"
"9780307341556"
"9780802143310"
"9780679724490"
"9780545010221"
"9780439784542"
"9780316011778"
"9780553077377"
"070993007997"
"9780140390124"
"9780060531133"
"9780486270692"
"9780061537967"
"9780743247542"
"9780674079861"
"920043894"
